run,champion,runner_up
63390,Argentina,France
63391,Argentina,Spain
63392,France,England
63393,England,France
63394,Argentina,Spain
63395,Argentina,France
63396,Spain,England
63397,France,England
63398,Argentina,France
63399,Argentina,France
63400,Argentina,France
63401,Argentina,France
63402,Argentina,France
63403,Spain,Argentina
63404,France,Argentina
63405,Argentina,Spain
63406,France,Argentina
63407,Argentina,France
63408,France,Argentina
63409,Spain,Argentina
63410,Argentina,France
63411,Spain,England
63412,Argentina,France
63413,Spain,Argentina
63414,France,Argentina
63415,Argentina,France
63416,Argentina,France
63417,France,Argentina
63418,Argentina,Spain
63419,France,Argentina
63420,Spain,Argentina
63421,Argentina,France
63422,England,France
63423,France,Argentina
63424,Argentina,Spain
63425,France,England
63426,Argentina,France
63427,Argentina,Spain
63428,Argentina,France
63429,Argentina,France
63430,Argentina,Spain
63431,Argentina,Spain
63432,Spain,England
63433,England,France
63434,Argentina,France
63435,Argentina,France
63436,France,England
63437,Argentina,France
63438,France,Argentina
63439,France,England
63440,Spain,Argentina
63441,France,Argentina
63442,France,Argentina
63443,Argentina,France
63444,Argentina,France
63445,Argentina,France
63446,Argentina,France
63447,Argentina,France
63448,Argentina,France
63449,Argentina,France
63450,England,France
63451,Argentina,France
63452,Spain,Argentina
63453,France,Argentina
63454,France,England
63455,Argentina,France
63456,Argentina,France
63457,France,England
63458,Argentina,France
63459,France,Argentina
63460,Spain,England
63461,Spain,Argentina
63462,Argentina,Spain
63463,Argentina,France
63464,Argentina,France
63465,France,Argentina
63466,Argentina,Spain
63467,Argentina,Spain
63468,Spain,Argentina
63469,Argentina,Spain
63470,France,Argentina
63471,Spain,Argentina
63472,Spain,Argentina
63473,France,Argentina
63474,Spain,England
63475,Spain,Argentina
63476,Argentina,France
63477,Spain,Argentina
63478,Argentina,France
63479,Spain,England
63480,Spain,England
63481,Spain,England
63482,France,Argentina
63483,France,Argentina
63484,France,England
63485,Argentina,France
63486,Argentina,France
63487,France,England
63488,France,Argentina
63489,Argentina,Spain
63490,France,Argentina
63491,France,Argentina
63492,Argentina,France
63493,France,Argentina
63494,England,France
63495,France,Argentina
63496,Spain,England
63497,Argentina,Spain
63498,France,Argentina
63499,Argentina,France
63500,Argentina,France
63501,France,Argentina
63502,Argentina,Spain
63503,Argentina,France
63504,Spain,England
63505,Spain,Argentina
63506,France,Argentina
63507,France,Argentina
63508,Argentina,Spain
63509,Spain,Argentina
63510,Argentina,France
63511,France,Argentina
63512,France,Argentina
63513,France,Argentina
63514,Argentina,France
63515,Argentina,France
63516,Argentina,France
63517,Spain,England
63518,Argentina,Spain
63519,Argentina,France
63520,France,England
63521,France,Argentina
63522,Argentina,France
63523,France,England
63524,Argentina,France
63525,Argentina,France
63526,England,Spain
63527,Argentina,France
63528,France,England
63529,France,Argentina
63530,Argentina,France
63531,Spain,Argentina
63532,Argentina,Spain
63533,France,Argentina
63534,Argentina,Spain
63535,France,Argentina
63536,Argentina,France
63537,Spain,Argentina
63538,England,France
63539,Spain,Argentina
63540,Argentina,France
63541,Argentina,Spain
63542,Argentina,Spain
63543,Argentina,Spain
63544,Argentina,France
63545,Spain,England
63546,Argentina,France
63547,France,Argentina
63548,Argentina,Spain
63549,France,Argentina
63550,Argentina,France
63551,Spain,England
63552,Argentina,Spain
63553,France,Argentina
63554,Argentina,Spain
63555,Argentina,France
63556,Argentina,Spain
63557,Argentina,Spain
63558,Argentina,Spain
63559,Argentina,France
63560,Spain,Argentina
63561,Spain,Argentina
63562,Argentina,France
63563,Argentina,France
63564,France,Argentina
63565,Argentina,Spain
63566,Argentina,Spain
63567,Spain,Argentina
63568,France,Argentina
63569,Spain,England
63570,England,France
63571,Spain,Argentina
63572,France,Argentina
63573,France,Argentina
63574,Argentina,France
63575,Argentina,France
63576,France,Argentina
63577,Argentina,Spain
63578,France,England
63579,France,Argentina
63580,Argentina,Spain
63581,Argentina,Spain
63582,Argentina,Spain
63583,Argentina,France
63584,Spain,Argentina
63585,Argentina,France
63586,Argentina,Spain
63587,Argentina,France
63588,Argentina,Spain
63589,Argentina,Spain
63590,France,Argentina
63591,Argentina,Spain
63592,Argentina,Spain
63593,Spain,Argentina
63594,Argentina,France
63595,Spain,Argentina
63596,Spain,Argentina
63597,Argentina,France
63598,France,Argentina
63599,Spain,Argentina
63600,Argentina,France
63601,Argentina,France
63602,France,England
63603,Argentina,Spain
63604,Argentina,Spain
63605,France,Argentina
63606,England,France
63607,Argentina,Spain
63608,Argentina,France
63609,Argentina,France
63610,France,Argentina
63611,France,England
63612,Argentina,Spain
63613,France,Argentina
63614,Argentina,France
63615,Spain,England
63616,Argentina,Spain
63617,Argentina,Spain
63618,Argentina,France
63619,Argentina,France
63620,Argentina,France
63621,Argentina,Spain
63622,Argentina,Spain
63623,England,Spain
63624,Argentina,France
63625,France,Argentina
63626,Argentina,Spain
63627,Argentina,France
63628,Argentina,Spain
63629,Spain,Argentina
63630,France,England
63631,England,Spain
63632,Argentina,France
63633,Spain,Argentina
63634,Argentina,Spain
63635,France,England
63636,France,England
63637,Argentina,Spain
63638,Argentina,France
63639,France,England
63640,Argentina,Spain
63641,Argentina,France
63642,Argentina,France
63643,Spain,Argentina
63644,Argentina,France
63645,Argentina,France
63646,Argentina,Spain
63647,Argentina,Spain
63648,Argentina,Spain
63649,Spain,Argentina
63650,Argentina,Spain
63651,Argentina,France
63652,Argentina,France
63653,Argentina,France
63654,Argentina,Spain
63655,Argentina,France
63656,Spain,Argentina
63657,Argentina,Spain
63658,France,Argentina
63659,France,England
63660,Argentina,Spain
63661,Argentina,Spain
63662,Argentina,France
63663,Argentina,Spain
63664,France,Argentina
63665,Spain,England
63666,France,Argentina
63667,Argentina,France
63668,France,Argentina
63669,Argentina,France
63670,Argentina,Spain
63671,Spain,England
63672,Argentina,Spain
63673,Argentina,France
63674,Argentina,France
63675,France,England
63676,Argentina,Spain
63677,Argentina,Spain
63678,France,Argentina
63679,Spain,Argentina
63680,Argentina,Spain
63681,Argentina,France
63682,France,England
63683,France,Argentina
63684,England,France
63685,Argentina,France
63686,Argentina,Spain
63687,Argentina,Spain
63688,France,Argentina
63689,France,Argentina
63690,Argentina,France
63691,Spain,Argentina
63692,Argentina,France
63693,Spain,Argentina
63694,Argentina,Spain
63695,Argentina,France
63696,France,England
63697,Spain,Argentina
63698,Argentina,Spain
63699,Spain,Argentina
63700,Argentina,France
63701,Argentina,France
63702,France,Argentina
63703,Argentina,France
63704,France,Argentina
63705,Spain,Argentina
63706,France,Argentina
63707,Argentina,France
63708,France,England
63709,Argentina,Spain
63710,Spain,Argentina
63711,France,Argentina
63712,Argentina,France
63713,France,Argentina
63714,Argentina,France
63715,Argentina,Spain
63716,France,Argentina
63717,Spain,England
63718,England,France
63719,Argentina,France
63720,Argentina,France
63721,Argentina,Spain
63722,Argentina,France
63723,Argentina,France
63724,Spain,Argentina
63725,Argentina,France
63726,France,Argentina
63727,England,Spain
63728,Argentina,France
63729,Spain,England
63730,Argentina,France
63731,France,England
63732,Argentina,Spain
63733,Argentina,France
63734,Argentina,France
63735,Argentina,France
63736,Spain,England
63737,France,Argentina
63738,Spain,Argentina
63739,Spain,Argentina
63740,Argentina,France
63741,France,Argentina
63742,Argentina,France
63743,Argentina,France
63744,France,Argentina
63745,France,Argentina
63746,Argentina,France
63747,France,England
63748,Argentina,France
63749,Spain,Argentina
63750,Argentina,Spain
63751,Argentina,France
63752,Spain,Argentina
63753,Argentina,France
63754,Argentina,France
63755,Spain,Argentina
63756,Argentina,France
63757,Spain,Argentina
63758,France,Argentina
63759,Spain,England
63760,Argentina,Spain
63761,Argentina,Spain
63762,France,Argentina
63763,Argentina,France
63764,Argentina,Spain
63765,France,Argentina
63766,Spain,Argentina
63767,Argentina,France
63768,Argentina,Spain
63769,Argentina,France
63770,France,Argentina
63771,France,England
63772,France,Argentina
63773,France,England
63774,France,Argentina
63775,Argentina,France
63776,England,France
63777,Spain,Argentina
63778,Argentina,France
63779,England,Spain
63780,Argentina,Spain
63781,Spain,Argentina
63782,France,Argentina
63783,Argentina,France
63784,Spain,England
63785,Argentina,Spain
63786,Spain,Argentina
63787,Argentina,France
63788,Argentina,Spain
63789,Argentina,France
63790,Spain,Argentina
63791,France,Argentina
63792,France,Argentina
63793,France,Argentina
63794,Argentina,Spain
63795,England,France
63796,Spain,Argentina
63797,Spain,Argentina
63798,France,Argentina
63799,France,Argentina
63800,Argentina,France
63801,Argentina,France
63802,France,England
63803,Argentina,France
63804,Argentina,France
63805,Argentina,Spain
63806,Spain,England
63807,Argentina,France
63808,Argentina,France
63809,Argentina,France
63810,Argentina,Spain
63811,Argentina,France
63812,France,Argentina
63813,Argentina,Spain
63814,Argentina,France
63815,Argentina,Spain
63816,Argentina,France
63817,France,Argentina
63818,Argentina,France
63819,England,Spain
63820,France,England
63821,Argentina,Spain
63822,England,France
63823,France,Argentina
63824,Argentina,France
63825,France,England
63826,Argentina,Spain
63827,Argentina,France
63828,Argentina,France
63829,Spain,Argentina
63830,France,Argentina
63831,Argentina,France
63832,France,Argentina
63833,Argentina,Spain
63834,France,Argentina
63835,Spain,England
63836,Argentina,France
63837,Argentina,Spain
63838,Argentina,France
63839,Argentina,France
63840,Argentina,France
63841,France,Argentina
63842,Argentina,France
63843,Argentina,France
63844,Spain,England
63845,Spain,Argentina
63846,France,England
63847,Spain,England
63848,England,Spain
63849,England,Spain
63850,Argentina,France
63851,Argentina,Spain
63852,France,Argentina
63853,Argentina,France
63854,Argentina,France
63855,Spain,Argentina
63856,Argentina,Spain
63857,Argentina,France
63858,Spain,Argentina
63859,Argentina,France
63860,Argentina,Spain
63861,Spain,Argentina
63862,Argentina,France
63863,Argentina,Spain
63864,Argentina,France
63865,Argentina,Spain
63866,Argentina,Spain
63867,France,Argentina
63868,Argentina,Spain
63869,Argentina,France
63870,Spain,Argentina
63871,Argentina,Spain
63872,Argentina,Spain
63873,Argentina,France
63874,England,Spain
63875,Argentina,France
63876,Argentina,France
63877,Argentina,Spain
63878,Argentina,France
63879,Argentina,France
63880,Spain,Argentina
63881,France,Argentina
63882,Argentina,France
63883,Argentina,France
63884,France,Argentina
63885,Argentina,Spain
63886,England,France
63887,Spain,Argentina
63888,Argentina,France
63889,Argentina,France
63890,Argentina,Spain
63891,Argentina,Spain
63892,Spain,Argentina
63893,Spain,Argentina
63894,Argentina,Spain
63895,Argentina,Spain
63896,Argentina,France
63897,Argentina,Spain
63898,Spain,Argentina
63899,France,Argentina
63900,Argentina,Spain
63901,France,Argentina
63902,Argentina,Spain
63903,England,Spain
63904,England,France
63905,France,Argentina
63906,Argentina,France
63907,Argentina,France
63908,Argentina,France
63909,France,England
63910,Argentina,France
63911,Argentina,France
63912,Spain,Argentina
63913,Argentina,France
63914,England,France
63915,Argentina,France
63916,France,Argentina
63917,Argentina,France
63918,Argentina,France
63919,Argentina,France
63920,France,England
63921,Argentina,Spain
63922,Spain,England
63923,England,France
63924,Argentina,Spain
63925,Argentina,Spain
63926,France,England
63927,Spain,Argentina
63928,England,France
63929,Spain,England
63930,Argentina,Spain
63931,France,Argentina
63932,France,Argentina
63933,Argentina,France
63934,England,France
63935,France,England
63936,France,Argentina
63937,Argentina,France
63938,Argentina,France
63939,Argentina,Spain
63940,Argentina,France
63941,Argentina,France
63942,Argentina,France
63943,Argentina,Spain
63944,Argentina,Spain
63945,France,England
63946,Argentina,Spain
63947,France,England
63948,France,Argentina
63949,France,Argentina
63950,Spain,Argentina
63951,France,Argentina
63952,Spain,Argentina
63953,France,England
63954,France,England
63955,France,England
63956,Spain,England
63957,Argentina,Spain
63958,Argentina,France
63959,France,Argentina
63960,Argentina,France
63961,Spain,England
63962,Argentina,France
63963,France,Argentina
63964,England,France
63965,Argentina,France
63966,France,Argentina
63967,Argentina,France
63968,Argentina,France
63969,Argentina,France
63970,France,Argentina
63971,Spain,England
63972,England,France
63973,France,England
63974,Argentina,Spain
63975,Argentina,France
63976,Argentina,France
63977,France,Argentina
63978,Argentina,Spain
63979,Argentina,Spain
63980,England,France
63981,France,Argentina
63982,Argentina,Spain
63983,Argentina,France
63984,Argentina,France
63985,Spain,England
63986,France,Argentina
63987,France,England
63988,France,England
63989,Spain,England
63990,Argentina,France
63991,France,Argentina
63992,Spain,England
63993,France,Argentina
63994,Argentina,Spain
63995,France,Argentina
63996,France,England
63997,Argentina,France
63998,Spain,England
63999,Spain,Argentina
64000,Argentina,France
64001,England,France
64002,Argentina,Spain
64003,Argentina,France
64004,Argentina,France
64005,Argentina,Spain
64006,France,Argentina
64007,France,Argentina
64008,Argentina,France
64009,Spain,Argentina
64010,Argentina,Spain
64011,France,Argentina
64012,Argentina,France
64013,England,France
64014,Argentina,Spain
64015,Argentina,Spain
64016,Argentina,Spain
64017,Spain,England
64018,France,Argentina
64019,Argentina,Spain
64020,France,England
64021,France,England
64022,Argentina,France
64023,Spain,England
64024,Argentina,Spain
64025,Argentina,France
64026,France,Argentina
64027,Spain,England
64028,Argentina,Spain
64029,Argentina,Spain
64030,Argentina,France
64031,Argentina,France
64032,France,England
64033,Argentina,Spain
64034,France,England
64035,Spain,Argentina
64036,France,England
64037,England,Spain
64038,Spain,England
64039,Argentina,Spain
64040,Argentina,France
64041,Argentina,Spain
64042,France,England
64043,Argentina,France
64044,Argentina,France
64045,Argentina,Spain
64046,Spain,Argentina
64047,France,England
64048,Argentina,France
64049,Argentina,France
64050,France,Argentina
64051,Spain,Argentina
64052,Argentina,Spain
64053,Argentina,France
64054,Argentina,France
64055,Argentina,France
64056,Argentina,France
64057,England,France
64058,Argentina,Spain
64059,England,France
64060,Argentina,France
64061,France,Argentina
64062,Argentina,France
64063,France,England
64064,Argentina,France
64065,Argentina,Spain
64066,Argentina,Spain
64067,Argentina,France
64068,France,England
64069,Argentina,France
64070,England,Spain
64071,Argentina,France
64072,Spain,Argentina
64073,Argentina,Spain
64074,France,Argentina
64075,Argentina,France
64076,Spain,England
64077,Argentina,France
64078,Argentina,France
64079,Argentina,Spain
64080,Argentina,Spain
64081,Argentina,France
64082,Argentina,Spain
64083,Argentina,France
64084,Spain,England
64085,France,Argentina
64086,France,England
64087,France,Argentina
64088,Spain,Argentina
64089,France,Argentina
64090,Argentina,Spain
64091,Spain,England
64092,Spain,Argentina
64093,Argentina,France
64094,France,Argentina
64095,Argentina,Spain
64096,France,Argentina
64097,Spain,Argentina
64098,France,England
64099,Argentina,Spain
64100,Argentina,Spain
64101,France,Argentina
64102,France,Argentina
64103,Argentina,France
64104,Spain,Argentina
64105,France,Argentina
64106,France,Argentina
64107,England,Spain
64108,Argentina,Spain
64109,Spain,Argentina
64110,France,Argentina
64111,Argentina,Spain
64112,England,Spain
64113,France,England
64114,France,Argentina
64115,Argentina,Spain
64116,Argentina,France
64117,France,England
64118,Spain,Argentina
64119,Argentina,France
64120,Argentina,Spain
64121,Argentina,Spain
64122,Argentina,France
64123,Argentina,France
64124,Argentina,France
64125,Argentina,Spain
64126,France,England
64127,Argentina,France
64128,France,Argentina
64129,Argentina,France
64130,France,Argentina
64131,France,Argentina
64132,Argentina,France
64133,France,Argentina
64134,Argentina,Spain
64135,Argentina,Spain
64136,Argentina,Spain
64137,France,Argentina
64138,Spain,Argentina
64139,Argentina,France
64140,France,Argentina
64141,Argentina,Spain
64142,France,England
64143,Argentina,France
64144,France,Argentina
64145,Argentina,France
64146,Spain,Argentina
64147,Argentina,Spain
64148,Argentina,Spain
64149,Argentina,Spain
64150,England,France
64151,Argentina,France
64152,Argentina,France
64153,Argentina,Spain
64154,Spain,Argentina
64155,Argentina,Spain
64156,Argentina,France
64157,Spain,Argentina
64158,France,Argentina
64159,Argentina,France
64160,Argentina,France
64161,Argentina,France
64162,Argentina,France
64163,Argentina,Spain
64164,France,Argentina
64165,Argentina,France
64166,Spain,England
64167,Argentina,France
64168,Spain,Argentina
64169,Spain,Argentina
64170,France,Argentina
64171,England,France
64172,Argentina,France
64173,Argentina,France
64174,Argentina,France
64175,Argentina,France
64176,Argentina,France
64177,Argentina,France
64178,France,England
64179,England,France
64180,Argentina,Spain
64181,Argentina,France
64182,Spain,England
64183,Argentina,Spain
64184,Argentina,Spain
64185,France,Argentina
64186,Spain,Argentina
64187,Argentina,France
64188,Argentina,France
64189,Argentina,Spain
64190,France,England
64191,France,Argentina
64192,Argentina,France
64193,France,Argentina
64194,Argentina,France
64195,Argentina,France
64196,Argentina,France
64197,France,England
64198,France,Argentina
64199,France,Argentina
64200,Argentina,France
64201,France,Argentina
64202,England,Spain
64203,France,Argentina
64204,England,France
64205,France,Argentina
64206,Spain,Argentina
64207,Spain,Argentina
64208,France,Argentina
64209,France,Argentina
64210,Argentina,Spain
64211,Argentina,France
64212,Argentina,Spain
64213,Argentina,France
64214,France,Argentina
64215,Argentina,France
64216,France,Argentina
64217,Argentina,France
64218,England,Spain
64219,Argentina,Spain
64220,France,Argentina
64221,Argentina,Spain
64222,Argentina,France
64223,Argentina,Spain
64224,Argentina,Spain
64225,Argentina,France
64226,Argentina,France
64227,Argentina,Spain
64228,Argentina,Spain
64229,Argentina,Spain
64230,France,Argentina
64231,England,France
64232,France,Argentina
64233,Argentina,France
64234,Spain,Argentina
64235,Spain,Argentina
64236,France,Argentina
64237,Argentina,France
64238,Argentina,France
64239,Argentina,Spain
64240,Argentina,France
64241,Spain,Argentina
64242,Argentina,France
64243,France,England
64244,Argentina,Spain
64245,Argentina,France
64246,Spain,England
64247,France,Argentina
64248,Argentina,France
64249,Argentina,France
64250,France,Argentina
64251,Argentina,Spain
64252,Argentina,France
64253,Argentina,Spain
64254,Spain,Argentina
64255,Argentina,Spain
64256,Spain,Argentina
64257,Spain,Argentina
64258,Argentina,Spain
64259,France,Argentina
64260,France,England
64261,Argentina,France
64262,Spain,Argentina
64263,Spain,England
64264,Argentina,Spain
64265,Argentina,Spain
64266,France,Argentina
64267,Spain,England
64268,Argentina,Spain
64269,Argentina,France
64270,England,France
64271,France,Argentina
64272,Argentina,France
64273,France,Argentina
64274,Argentina,Spain
64275,Spain,Argentina
64276,France,Argentina
64277,Argentina,France
64278,England,France
64279,Argentina,France
64280,Argentina,France
64281,France,Argentina
64282,Argentina,Spain
64283,Spain,Argentina
64284,Spain,Argentina
64285,France,Argentina
64286,France,England
64287,Argentina,France
64288,France,Argentina
64289,Argentina,Spain
64290,Argentina,France
64291,Spain,England
64292,France,Argentina
64293,Argentina,France
64294,France,Argentina
64295,Argentina,France
64296,Argentina,France
64297,Argentina,France
64298,Argentina,Spain
64299,Spain,Argentina
64300,Argentina,France
64301,Spain,Argentina
64302,Spain,Argentina
64303,Argentina,France
64304,Argentina,Spain
64305,France,Argentina
64306,Argentina,Spain
64307,Argentina,Spain
64308,Argentina,France
64309,Argentina,Spain
64310,Argentina,France
64311,Spain,England
64312,Argentina,France
64313,France,Argentina
64314,France,Argentina
64315,France,Argentina
64316,Argentina,France
64317,Argentina,Spain
64318,Argentina,France
64319,Argentina,Spain
64320,Argentina,France
64321,Argentina,France
64322,Argentina,Spain
64323,Argentina,France
64324,Spain,Argentina
64325,France,Argentina
64326,Spain,Argentina
64327,Argentina,France
64328,Spain,Argentina
64329,Argentina,Spain
64330,Argentina,Spain
64331,France,Argentina
64332,Argentina,France
64333,Spain,Argentina
64334,England,France
64335,Argentina,Spain
64336,Argentina,France
64337,Argentina,France
64338,France,Argentina
64339,Argentina,France
64340,Argentina,France
64341,Argentina,France
64342,Spain,Argentina
64343,Argentina,Spain
64344,Spain,Argentina
64345,France,Argentina
64346,Argentina,France
64347,Argentina,France
64348,Argentina,France
64349,Argentina,France
64350,Argentina,France
64351,Argentina,Spain
64352,Argentina,France
64353,Argentina,France
64354,Argentina,Spain
64355,Argentina,France
64356,Argentina,France
64357,Argentina,France
64358,Argentina,France
64359,Argentina,France
64360,England,Spain
64361,Argentina,France
64362,Argentina,Spain
64363,Argentina,France
64364,Spain,England
64365,Argentina,Spain
64366,Argentina,France
64367,Argentina,Spain
64368,Spain,England
64369,Argentina,France
64370,Spain,Argentina
64371,Argentina,France
64372,France,England
64373,Argentina,Spain
64374,Argentina,France
64375,Argentina,Spain
64376,Spain,Argentina
64377,Argentina,Spain
64378,France,Argentina
64379,France,Argentina
64380,France,Argentina
64381,Argentina,Spain
64382,Argentina,Spain
64383,Argentina,France
64384,Argentina,Spain
64385,Spain,Argentina
64386,France,Argentina
64387,Spain,Argentina
64388,England,France
64389,Argentina,France
64390,France,England
64391,Spain,England
64392,France,Argentina
64393,France,Argentina
64394,France,England
64395,France,Argentina
64396,Spain,Argentina
64397,Argentina,France
64398,France,Argentina
64399,Argentina,Spain
64400,Spain,Argentina
64401,Argentina,France
64402,Argentina,Spain
64403,Argentina,Spain
64404,Argentina,France
64405,Argentina,Spain
64406,Argentina,Spain
64407,Argentina,France
64408,Argentina,France
64409,Argentina,Spain
64410,France,Argentina
64411,Spain,Argentina
64412,France,Argentina
64413,England,Spain
64414,Argentina,France
64415,France,Argentina
64416,Argentina,Spain
64417,Argentina,Spain
64418,Argentina,Spain
64419,Spain,England
64420,Argentina,France
64421,Argentina,Spain
64422,Argentina,France
64423,France,Argentina
64424,France,Argentina
64425,Argentina,France
64426,France,Argentina
64427,Spain,England
64428,Argentina,Spain
64429,Argentina,Spain
64430,Spain,Argentina
64431,France,England
64432,Argentina,France
64433,Argentina,France
64434,France,Argentina
64435,France,Argentina
64436,Argentina,Spain
64437,France,Argentina
64438,Argentina,France
64439,Argentina,Spain
64440,France,England
64441,Argentina,France
64442,France,England
64443,France,Argentina
64444,Argentina,France
64445,France,Argentina
64446,Argentina,France
64447,France,England
64448,Spain,Argentina
64449,Argentina,France
64450,Spain,Argentina
64451,Spain,Argentina
64452,France,Argentina
64453,Argentina,France
64454,France,Argentina
64455,Argentina,France
64456,Argentina,France
64457,France,Argentina
64458,France,England
64459,Argentina,Spain
64460,France,Argentina
64461,Argentina,France
64462,France,Argentina
64463,France,Argentina
64464,Spain,Argentina
64465,France,Argentina
64466,Spain,Argentina
64467,Argentina,Spain
64468,France,Argentina
64469,France,Argentina
64470,Argentina,Spain
64471,France,Argentina
64472,Argentina,France
64473,Argentina,France
64474,Argentina,France
64475,Argentina,France
64476,France,England
64477,Argentina,Spain
64478,France,England
64479,Spain,England
64480,Argentina,France
64481,Argentina,France
64482,Argentina,Spain
64483,Argentina,France
64484,Argentina,France
64485,France,Argentina
64486,Argentina,Spain
64487,Argentina,Spain
64488,Spain,England
64489,Argentina,France
64490,Argentina,France
64491,France,England
64492,Argentina,Spain
64493,Argentina,France
64494,Argentina,France
64495,Spain,Argentina
64496,Spain,Argentina
64497,Argentina,Spain
64498,Argentina,Spain
64499,Argentina,France
64500,France,England
64501,Argentina,France
64502,France,England
64503,Spain,Argentina
64504,Spain,Argentina
64505,France,Argentina
64506,Spain,Argentina
64507,Argentina,France
64508,England,France
64509,Argentina,Spain
64510,Argentina,France
64511,Spain,England
64512,Argentina,France
64513,Argentina,France
64514,Spain,Argentina
64515,France,Argentina
64516,France,Argentina
64517,Spain,Argentina
64518,France,Argentina
64519,Argentina,France
64520,Argentina,France
64521,Argentina,France
64522,Argentina,France
64523,Argentina,France
64524,France,Argentina
64525,Spain,Argentina
64526,France,Argentina
64527,Argentina,Spain
64528,Argentina,Spain
64529,France,Argentina
64530,Argentina,Spain
64531,France,England
64532,Argentina,France
64533,Argentina,Spain
64534,Argentina,Spain
64535,France,England
64536,France,England
64537,Spain,Argentina
64538,France,Argentina
64539,Argentina,France
64540,Argentina,Spain
64541,Argentina,France
64542,Argentina,France
64543,Argentina,Spain
64544,Argentina,Spain
64545,France,Argentina
64546,Argentina,France
64547,Argentina,Spain
64548,Argentina,Spain
64549,Argentina,France
64550,Argentina,France
64551,Argentina,France
64552,France,England
64553,Argentina,France
64554,Argentina,Spain
64555,England,Spain
64556,France,England
64557,France,England
64558,England,Spain
64559,Argentina,Spain
64560,Argentina,France
64561,Argentina,Spain
64562,Argentina,France
64563,France,Argentina
64564,Argentina,France
64565,France,Argentina
64566,Argentina,Spain
64567,Argentina,France
64568,Spain,Argentina
64569,Argentina,Spain
64570,Argentina,France
64571,Argentina,France
64572,France,Argentina
64573,Argentina,Spain
64574,Argentina,Spain
64575,Argentina,France
64576,Spain,Argentina
64577,Argentina,Spain
64578,England,Spain
64579,France,Argentina
64580,Argentina,France
64581,Spain,England
64582,Spain,England
64583,Argentina,Spain
64584,France,Argentina
64585,Spain,Argentina
64586,Spain,Argentina
64587,France,Argentina
64588,France,Argentina
64589,Argentina,France
64590,France,Argentina
64591,Argentina,France
64592,Argentina,Spain
64593,France,Argentina
64594,France,Argentina
64595,Argentina,France
64596,Argentina,Spain
64597,Spain,Argentina
64598,Spain,Argentina
64599,Argentina,France
64600,France,Argentina
64601,France,Argentina
64602,France,Argentina
64603,Argentina,France
64604,Argentina,Spain
64605,Argentina,France
64606,England,France
64607,Spain,Argentina
64608,Spain,Argentina
64609,England,France
64610,France,Argentina
64611,Argentina,France
64612,Argentina,Spain
64613,Argentina,Spain
64614,Argentina,France
64615,France,Argentina
64616,Argentina,Spain
64617,Argentina,France
64618,France,England
64619,Argentina,France
64620,Argentina,Spain
64621,Argentina,Spain
64622,Argentina,France
64623,France,Argentina
64624,Argentina,France
64625,Argentina,France
64626,England,Spain
64627,Argentina,France
64628,Argentina,France
64629,Argentina,Spain
64630,Argentina,France
64631,Spain,Argentina
64632,Argentina,France
64633,France,Argentina
64634,England,Spain
64635,Argentina,France
64636,Argentina,France
64637,Spain,Argentina
64638,Spain,Argentina
64639,Spain,England
64640,Argentina,Spain
64641,Argentina,France
64642,Argentina,France
64643,Argentina,France
64644,Argentina,Spain
64645,France,Argentina
64646,Spain,Argentina
64647,Argentina,Spain
64648,Spain,Argentina
64649,Argentina,Spain
64650,Argentina,Spain
64651,France,Argentina
64652,France,Argentina
64653,Argentina,Spain
64654,Spain,Argentina
64655,Argentina,France
64656,Argentina,Spain
64657,Argentina,Spain
64658,France,Argentina
64659,Spain,Argentina
64660,France,Argentina
64661,Argentina,France
64662,Argentina,France
64663,Argentina,France
64664,France,Argentina
64665,Spain,England
64666,Argentina,France
64667,Spain,Argentina
64668,Argentina,France
64669,Argentina,Spain
64670,Argentina,Spain
64671,Argentina,Spain
64672,Argentina,France
64673,Spain,Argentina
64674,Argentina,Spain
64675,France,Argentina
64676,Spain,England
64677,France,Argentina
64678,Argentina,France
64679,France,Argentina
64680,Spain,Argentina
64681,Argentina,Spain
64682,France,Argentina
64683,Argentina,Spain
64684,France,Argentina
64685,Argentina,France
64686,France,Argentina
64687,Argentina,France
64688,France,Argentina
64689,Spain,Argentina
64690,France,Argentina
64691,Argentina,France
64692,Argentina,Spain
64693,Spain,England
64694,Spain,Argentina
64695,Argentina,Spain
64696,France,Argentina
64697,Spain,Argentina
64698,Argentina,Spain
64699,France,Argentina
64700,Spain,Argentina
64701,England,Spain
64702,Argentina,France
64703,Argentina,Spain
64704,Argentina,Spain
64705,Argentina,France
64706,France,Argentina
64707,Argentina,France
64708,Spain,Argentina
64709,France,Argentina
64710,Spain,England
64711,Argentina,Spain
64712,Argentina,Spain
64713,France,Argentina
64714,France,Argentina
64715,Argentina,France
64716,Argentina,Spain
64717,Spain,Argentina
64718,Spain,Argentina
64719,Argentina,France
64720,France,Argentina
64721,Spain,Argentina
64722,Spain,England
64723,Argentina,Spain
64724,England,France
64725,England,France
64726,Argentina,Spain
64727,France,Argentina
64728,France,Argentina
64729,Argentina,Spain
64730,Spain,England
64731,Argentina,France
64732,Argentina,Spain
64733,Spain,Argentina
64734,France,Argentina
64735,Spain,Argentina
64736,Spain,Argentina
64737,Spain,Argentina
64738,France,Argentina
64739,France,Argentina
64740,Argentina,Spain
64741,Argentina,France
64742,England,Spain
64743,Argentina,Spain
64744,Argentina,France
